엽종분류,업종명,영업자시작일,업소명,소재지도로명주소,소재지지번주소,전화번호,데이터기준일자
일반음식점,일반음식점,2020-01-15,오뎐,"광주광역시 동구 지호로 46, 1층 (지산동)",광주광역시 동구 지산동 453-21 ,,2020-09-18
일반음식점,일반음식점,2020-01-15,오뎐2,"광주광역시 동구 지호로 46, 2층 (지산동)",광주광역시 동구 지산동 453-21 ,,2020-09-18
일반음식점,일반음식점,2020-01-17,스위티(sweety),"광주광역시 동구 문화전당로35번길 9-1 (광산동,(2층))",광주광역시 동구 광산동 60 (2층) ,062-226-9485,2020-09-18
일반음식점,일반음식점,2020-01-17,정가네 한우국밥,"광주광역시 동구 제봉로 230 (대인동,(1층))",광주광역시 동구 대인동 321-13 (1층) ,062-232-9684,2020-09-18
일반음식점,일반음식점,2020-01-17,오버도즈(OVERDOZ),"광주광역시 동구 장동로 4, 1층 (장동)",광주광역시 동구 장동 90-1 1층 ,,2020-09-18
일반음식점,일반음식점,2020-01-20,동구 동명점 치킨플러스,광주광역시 동구 동계천로 137-5 (동명동),광주광역시 동구 동명동 154-117 ,062-225-4988,2020-09-18
일반음식점,일반음식점,2020-01-20,닭&꾼,"광주광역시 동구 제봉로184번길 13-9, 1층 (대인동)",광주광역시 동구 대인동 308-6 ,,2020-09-18
일반음식점,일반음식점,2020-01-20,집드리,"광주광역시 동구 동계천로 126-5, 1층 (장동)",광주광역시 동구 장동 60-15 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-01-20,세븐일레븐 광주법원점,"광주광역시 동구 동명로 115, 1층 (지산동)",광주광역시 동구 지산동 714-43 ,,2020-09-18
휴게음식점,휴게음식점,2020-01-21,미니스톱황금타운점,"광주광역시 동구 서석로7번길 6-2 (불로동,(1층))",광주광역시 동구 불로동 103 (1층) ,070-7593-6048,2020-09-18
일반음식점,일반음식점,2020-01-22,다정이네,광주광역시 동구 구성로194번길 2 (금남로5가),광주광역시 동구 금남로5가 186 ,,2020-09-18
일반음식점,일반음식점,2020-01-22,동명주막,"광주광역시 동구 동계천로 115, 1층 (동명동)",광주광역시 동구 동명동 154-118 1층 ,,2020-09-18
일반음식점,일반음식점,2020-01-22,킹스꼬마김밥NC충장점,"광주광역시 동구 중앙로 163, NC 웨이브 충장점 9층 (충장로4가)",광주광역시 동구 충장로4가 29-2 NC 웨이브 충장점 9층 ,,2020-09-18
일반음식점,일반음식점,2020-01-23,국수나무,광주광역시 동구 남문로 690 (학동),광주광역시 동구 학동 872-7 1층 ,,2020-09-18
일반음식점,일반음식점,2020-01-23,아주커치킨 산수점,"광주광역시 동구 무등로 472, 1층 (산수동)",광주광역시 동구 산수동 553-31 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 충장로점,"광주광역시 동구 구성로152번길 24 (호남동,(1층))",광주광역시 동구 호남동 37-1 (1층) ,062-2320-711,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐지산점,"광주광역시 동구 지산로 48 (지산동,(1층))",광주광역시 동구 지산동 462 (1층) ,062-234-1711,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 학운점,"광주광역시 동구 증심천로 23 (학동,(1층))",광주광역시 동구 학동 766-6 (1층) ,062-225-1028,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 대인점,"광주광역시 동구 구성로 221-1 (대인동,(1층))",광주광역시 동구 대인동 323-14 (1층) ,062-232-0771,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐경마장점,"광주광역시 동구 구성로 261, 1층 (계림동)",광주광역시 동구 계림동 293-7 ,062-226-2711,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 금남로점,"광주광역시 동구 구성로 191 (금남로5가,(1층))",광주광역시 동구 금남로5가 89-3 (1층) ,062-232-3047,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 조선대점,"광주광역시 동구 지산로 11 (지산동,(1층))",광주광역시 동구 지산동 503-18 (1층) ,062-224-0861,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐광주황금CGV점,"광주광역시 동구 중앙로160번길 16-7 (불로동,1층(101호))",광주광역시 동구 불로동 1-21 1층(101호) ,062-521-1190,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐구시청점,"광주광역시 동구 서석로 34 (광산동,(1층))",광주광역시 동구 광산동 81 (1층) ,062-223-0711,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 광주대인송파점,광주광역시 동구 제봉로222번길 1 (1)층 (대인동),광주광역시 동구 대인동 321-32 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 광주지산법원점,광주광역시 동구 밤실로 19 (지산동),광주광역시 동구 지산동 708-8 1층 ,062-2290-681,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 광주조대원룸점,광주광역시 동구 필문대로287번길 12 (서석동),광주광역시 동구 서석동 424 ,062-229-0816,2020-09-18
휴게음식점,휴게음식점,2020-01-23,세븐일레븐 광주운림라인점,"광주광역시 동구 운림길 71, 상가동 1층 105~6호 (운림동, 라인1차아파트)",광주광역시 동구 운림동 583 1층 상가동 105~6호,02-3284-8129,2020-09-18
일반음식점,일반음식점,2020-01-28,소복,"광주광역시 동구 장동로 19, 1층 (장동)",광주광역시 동구 장동 84-2 ,,2020-09-18
일반음식점,일반음식점,2020-01-29,900달러,광주광역시 동구 동계천로 103-2 (동명동),광주광역시 동구 동명동 200-223 ,062-234-7495,2020-09-18
일반음식점,일반음식점,2020-01-29,나주곰탕,광주광역시 동구 지산로78번길 3 (지산동),광주광역시 동구 지산동 373-6 ,062-529-2615,2020-09-18
일반음식점,일반음식점,2020-01-29,명품상무팥죽두암점,"광주광역시 동구 갈마로 50, 1층 (산수동)",광주광역시 동구 산수동 680 ,,2020-09-18
일반음식점,일반음식점,2020-01-31,엠블(amble),"광주광역시 동구 문화전당로35번길 8, 1층 (광산동)",광주광역시 동구 광산동 100 (1층) ,062-222-9201,2020-09-18
일반음식점,일반음식점,2020-01-31,로플하우스,광주광역시 동구 서석로 지하 34-6 (광산동),광주광역시 동구 광산동 84-1 ,,2020-09-18
휴게음식점,휴게음식점,2020-01-31,삼애,광주광역시 동구 증심사길 150-2 (운림동),광주광역시 동구 운림동 86 ,062-222-3209,2020-09-18
휴게음식점,휴게음식점,2020-01-31,GS25조선대학교점,"광주광역시 동구 지산로 37, 1층 (지산동)",광주광역시 동구 지산동 461-7 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-01-31,쓰리오프,"광주광역시 동구 동계천로 131, 1층 (동명동)",광주광역시 동구 동명동 154-57 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-03,티거훗타임,"광주광역시 동구 제봉로110번길 9, 1층 (장동)",광주광역시 동구 장동 87-11 1층 일부 ,,2020-09-18
일반음식점,일반음식점,2020-02-03,정광석항아리보쌈 계림점,"광주광역시 동구 중흥로 238-1, 1층 (계림동)",광주광역시 동구 계림동 178-11 ,,2020-09-18
일반음식점,일반음식점,2020-02-04,광동상회,"광주광역시 동구 백서로 208, 1층 (서석동)",광주광역시 동구 서석동 10-28 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-04,사랑과평화,"광주광역시 동구 동계천로 181-1, 1층 (동명동)",광주광역시 동구 동명동 8 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-04,산수팥죽,"광주광역시 동구 필문대로192번길 12-2, 1층 (산수동)",광주광역시 동구 산수동 557-24 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-04,청주,"광주광역시 동구 제봉로138번길 14-1, 1층 (장동)",광주광역시 동구 장동 58-18 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-04,이실장회포차,"광주광역시 동구 남문로 582, 1층 (소태동)",광주광역시 동구 소태동 650-6 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-05,미래식당,"광주광역시 동구 학소로76번길 7-1 (소태동,(1층))",광주광역시 동구 소태동 559-7 (1층) ,062-227-4332,2020-09-18
일반음식점,일반음식점,2020-02-05,운율,"광주광역시 동구 장동로 13, 3층 (장동)",광주광역시 동구 장동 86-9 ,,2020-09-18
일반음식점,일반음식점,2020-02-05,본죽&비빔밥 광주충장점,"광주광역시 동구 충장로 77-5, 1층 (충장로3가)",광주광역시 동구 충장로3가 13-4 ,,2020-09-18
일반음식점,일반음식점,2020-02-06,용천치킨,"광주광역시 동구 용산2로 3, 1층 102호 (용산동)",광주광역시 동구 용산동 677 1층 102호,,2020-09-18
일반음식점,일반음식점,2020-02-06,코봉(cobong),"광주광역시 동구 필문대로287번길 19-13, 1층 (지산동)",광주광역시 동구 지산동 511-12 ,,2020-09-18
일반음식점,일반음식점,2020-02-07,브루클린,"광주광역시 동구 충장로 102-12, 2층 (충장로1가)",광주광역시 동구 충장로1가 25-1 ,,2020-09-18
일반음식점,일반음식점,2020-02-07,가나식당,"광주광역시 동구 중앙로 288, 5층 (계림동)",광주광역시 동구 계림동 250-86 5층 ,,2020-09-18
일반음식점,일반음식점,2020-02-07,컴포즈커피계림점,"광주광역시 동구 무등로384번길 29, 1-2층 (계림동)",광주광역시 동구 계림동 521-34 1-2층 ,,2020-09-18
일반음식점,일반음식점,2020-02-10,새벽달(본점),광주광역시 동구 장동로 11 (장동),광주광역시 동구 장동 86-7 ,,2020-09-18
일반음식점,일반음식점,2020-02-10,골목식당,"광주광역시 동구 백서로 176, 1층 (서석동)",광주광역시 동구 서석동 469-3 ,,2020-09-18
휴게음식점,휴게음식점,2020-02-10,애드슈가(Add Sugar),"광주광역시 동구 동명로26번길 15-1, 1층 (동명동)",광주광역시 동구 동명동 158-4 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-02-10,메가MGC커피 광주용산점,"광주광역시 동구 용산2로 3, 1층 104호 (용산동)",광주광역시 동구 용산동 677 ,,2020-09-18
일반음식점,일반음식점,2020-02-11,주다방,"광주광역시 동구 서석로 34-8, 1층 (광산동)",광주광역시 동구 광산동 84-2 ,,2020-09-18
일반음식점,일반음식점,2020-02-12,금탑소머리국밥,광주광역시 동구 독립로264번길 6 (금남로5가),광주광역시 동구 금남로5가 9-2 ,062-224-3380,2020-09-18
일반음식점,일반음식점,2020-02-12,요리하는주막,"광주광역시 동구 필문대로187번길 7-18 (산수동,(1층))",광주광역시 동구 산수동 524-12 (1층) ,062-225-2205,2020-09-18
일반음식점,일반음식점,2020-02-12,장터국밥,"광주광역시 동구 양림로 125-1 (학동,(1층))",광주광역시 동구 학동 63-4 (1층) ,062-228-0506,2020-09-18
일반음식점,일반음식점,2020-02-12,금탑 소머리국밥,"광주광역시 동구 독립로264번길 8-6, 1층 (금남로5가)",광주광역시 동구 금남로5가 8 (1층) ,,2020-09-18
일반음식점,일반음식점,2020-02-13,화순식당,"광주광역시 동구 의재로 55-1, 1층 (학동)",광주광역시 동구 학동 720-3 (1층) ,062-225-6006,2020-09-18
일반음식점,일반음식점,2020-02-13,인촌,"광주광역시 동구 구성로194번길 20-1, 1층 (금남로4가)",광주광역시 동구 금남로4가 41-3 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-02-13,카페프린스,"광주광역시 동구 지산로63번길 2, 1층 101호 (지산동)",광주광역시 동구 지산동 715-10 1층 101호,,2020-09-18
일반음식점,일반음식점,2020-02-14,영풍국수,"광주광역시 동구 금남로 188-1, 1층 (금남로5가)",광주광역시 동구 금남로5가 131 ,,2020-09-18
제과점영업,제과점영업,2020-02-14,동명식빵,"광주광역시 동구 동계천로 157-1, 1층 (동명동)",광주광역시 동구 동명동 65 1층 ,062-232-9866,2020-09-18
일반음식점,일반음식점,2020-02-17,두꺼비로멘스,"광주광역시 동구 문화전당로35번길 16-5, 1층 (광산동)",광주광역시 동구 광산동 88-3 (1층) ,062-225-1929,2020-09-18
일반음식점,일반음식점,2020-02-17,44번지,"광주광역시 동구 동계천로 169, 2층 (동명동)",광주광역시 동구 동명동 44 2층 ,,2020-09-18
휴게음식점,휴게음식점,2020-02-17,베지가든,"광주광역시 동구 제봉로82번길 16, 1층 (서석동)",광주광역시 동구 서석동 31-9 ,,2020-09-18
휴게음식점,휴게음식점,2020-02-17,지에스(GS)25 산수희망점,"광주광역시 동구 필문대로191번길 15, 1층 (산수동)",광주광역시 동구 산수동 517-26 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-18,불땡,광주광역시 동구 문화전당로35번길 19 (금동),광주광역시 동구 금동 28-2 ,062-223-4884,2020-09-18
일반음식점,일반음식점,2020-02-18,그대발길이머무는곳에,"광주광역시 동구 지호로 61 (지산동,외1필지(1층))",광주광역시 동구 지산동 691-34 외1필지(1층) ,,2020-09-18
일반음식점,일반음식점,2020-02-18,도토리편백집 광주롯데점,"광주광역시 동구 독립로 268 (대인동, 10층)",광주광역시 동구 대인동 7-1 10층 ,,2020-09-18
휴게음식점,휴게음식점,2020-02-18,블루웨일,"광주광역시 동구 동계천로 169-3, 1, 2층 (동명동)",광주광역시 동구 동명동 45 ,,2020-09-18
일반음식점,일반음식점,2020-02-19,공초밥 동명점,"광주광역시 동구 제봉로110번길 17, 인재아트빌딩 지하1층 (장동)",광주광역시 동구 장동 71-1 인재아트빌딩 지하1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-19,오렌지호프,"광주광역시 동구 필문대로187번길 1-13, 2층 (산수동)",광주광역시 동구 산수동 522-80 2층 ,,2020-09-18
일반음식점,일반음식점,2020-02-19,참냉면,"광주광역시 동구 학소로 116-1, 1층 (소태동)",광주광역시 동구 소태동 515-4 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-19,외쿡포차,"광주광역시 동구 동계로 7, 1층 (동명동)",광주광역시 동구 동명동 200-22 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-19,헝그리브라더스조대점,"광주광역시 동구 필문대로287번길 15-22, 1층 (지산동)",광주광역시 동구 지산동 520-5 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-19,자매떡볶이 용산지구점,"광주광역시 동구 용산1길 2, 212동 1층 근생2 102호 (용산동, 계룡리슈빌 더 포레스트)",광주광역시 동구 용산동 662 계룡리슈빌 더 포레스트 ,,2020-09-18
일반음식점,일반음식점,2020-02-20,문화살롱1935,"광주광역시 동구 문화전당로35번길 5-3, 1층 (남동)",광주광역시 동구 남동 171-3 (1층) ,,2020-09-18
일반음식점,일반음식점,2020-02-21,전원왕족발,광주광역시 동구 의재로 48 (학동),광주광역시 동구 학동 729-12 ,062-225-2033,2020-09-18
일반음식점,일반음식점,2020-02-21,충장식육식당,"광주광역시 동구 천변우로 363-40 (호남동,(1층))",광주광역시 동구 호남동 31-72 (1층) ,,2020-09-18
일반음식점,일반음식점,2020-02-21,푸드연구소,"광주광역시 동구 필문대로191번길 5-25, 1층 (산수동)",광주광역시 동구 산수동 522-28 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-24,단밤,광주광역시 동구 문화전당로35번길 30 (불로동),광주광역시 동구 불로동 148-1 ,062-224-1960,2020-09-18
일반음식점,일반음식점,2020-02-24,95에스티(st),"광주광역시 동구 백서로 220, 1-2층 (동명동)",광주광역시 동구 동명동 137-3 ,062-225-0247,2020-09-18
일반음식점,일반음식점,2020-02-25,콩썸,광주광역시 동구 서석로85번길 8-3 (대의동),광주광역시 동구 대의동 6-1 (1층) ,,2020-09-18
일반음식점,일반음식점,2020-02-25,북앤빅뱅충장로점,"광주광역시 동구 충장로 72, 5층 (충장로3가)",광주광역시 동구 충장로3가 24 5층 ,,2020-09-18
일반음식점,일반음식점,2020-02-25,창평진국밥,"광주광역시 동구 제봉로17번길 9, 1층 (학동)",광주광역시 동구 학동 57-3 1층 ,062-223-0903,2020-09-18
휴게음식점,휴게음식점,2020-02-25,갤러리카페 커피니,"광주광역시 동구 예술길 24-1, 1층 (궁동)",광주광역시 동구 궁동 51-4 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-02-25,그라찌에 조선간호대점,"광주광역시 동구 필문대로 309-2, 조선간호대학교 2층 (서석동)",광주광역시 동구 서석동 280 조선간호대학교 ,02-338-9620,2020-09-18
휴게음식점,휴게음식점,2020-02-25,담소,"광주광역시 동구 무등로 592, A동 1-2층 105호 (산수동)",광주광역시 동구 산수동 5 1-2층 A동 105호,,2020-09-18
일반음식점,일반음식점,2020-02-27,뉴반도,"광주광역시 동구 독립로264번길 25, 5층 (대인동)",광주광역시 동구 대인동 27 ,062-224-7284,2020-09-18
일반음식점,일반음식점,2020-02-27,뉴반도,"광주광역시 동구 독립로264번길 25, 5층 (대인동)",광주광역시 동구 대인동 27 ,062-224-7284,2020-09-18
일반음식점,일반음식점,2020-02-27,무등산버섯,"광주광역시 동구 증심사길30번길 21, 1층 (운림동)",광주광역시 동구 운림동 967 (1층) ,062-225-1672,2020-09-18
휴게음식점,휴게음식점,2020-02-27,플라워카페(청솔화원),"광주광역시 동구 백서로 233, 1층 (동명동)",광주광역시 동구 동명동 143-49 1층 ,,2020-09-18
일반음식점,일반음식점,2020-02-28,투게더,"광주광역시 동구 용산2길 8, 109호 (용산동, 대성베르힐)",광주광역시 동구 용산동 668 대성베르힐 ,,2020-09-18
일반음식점,일반음식점,2020-03-02,팝스토리,"광주광역시 동구 충장로 101-11 (충장로1가,(2층))",광주광역시 동구 충장로1가 4 (2층) ,062-263-3834,2020-09-18
일반음식점,일반음식점,2020-03-02,넝쿨맛골,광주광역시 동구 남문로 776 (학동),광주광역시 동구 학동 44-13 ,062-222-0089,2020-09-18
일반음식점,일반음식점,2020-03-02,보드게임카페 레드버튼,"광주광역시 동구 중앙로160번길 31-6 (황금동,(2층))",광주광역시 동구 황금동 63 (2층) ,062-227-4209,2020-09-18
일반음식점,일반음식점,2020-03-02,말리화,"광주광역시 동구 제봉로82번길 13-5 (서석동,(1,2,3층))","광주광역시 동구 서석동 42-15 (1,2,3층) ",062-226-4447,2020-09-18
일반음식점,일반음식점,2020-03-03,"달,밤","광주광역시 동구 문화전당로35번길 13, 2층 (광산동)",광주광역시 동구 광산동 60-2 ,062-222-4292,2020-09-18
일반음식점,일반음식점,2020-03-03,통큰돈까스,광주광역시 동구 필문대로287번길 23-10 (지산동),광주광역시 동구 지산동 505-11 ,062-223-9291,2020-09-18
휴게음식점,휴게음식점,2020-03-03,씨튼베이커리2호점,"광주광역시 동구 서석로 지하 56, 금남지하상가 E동 51호 (금남로1가)",광주광역시 동구 금남로1가 12-7 금남지하상가 E동 51호 ,062-222-1151,2020-09-18
제과점영업,제과점영업,2020-03-03,베이커리카페 늘팡,"광주광역시 동구 서석로 40, 1층 (광산동)",광주광역시 동구 광산동 79 ,,2020-09-18
일반음식점,일반음식점,2020-03-04,사랑채,"광주광역시 동구 의재로 49 (학동,(1층))",광주광역시 동구 학동 720-5 (1층) ,062-225-9377,2020-09-18
일반음식점,일반음식점,2020-03-04,대패가1900조대점,"광주광역시 동구 백서로176번길 2-1, 101호 (서석동)",광주광역시 동구 서석동 468-31 ,,2020-09-18
일반음식점,일반음식점,2020-03-05,장미맨숀 조선대점,"광주광역시 동구 필문대로287번길 15-10, 1층 (지산동)",광주광역시 동구 지산동 511-9 ,,2020-09-18
일반음식점,일반음식점,2020-03-05,스시다이닝준 롯데백화점 광주점,"광주광역시 동구 독립로 268, 롯데백화점 지하1층 (대인동)","광주광역시 동구 대인동 7-1 롯데백화점, 지하1층 ",,2020-09-18
일반음식점,일반음식점,2020-03-05,고집,"광주광역시 동구 동계로 14, 1층 (동명동)",광주광역시 동구 동명동 207-56 ,,2020-09-18
일반음식점,일반음식점,2020-03-05,꾸울레옹,"광주광역시 동구 문화전당로35번길 30-1, 1층 (불로동)",광주광역시 동구 불로동 151-1 ,,2020-09-18
일반음식점,일반음식점,2020-03-06,여기서 밥 한끼,"광주광역시 동구 필문대로295번길 25 (서석동,(1층))",광주광역시 동구 서석동 445-8 (1층) ,062-222-7172,2020-09-18
일반음식점,일반음식점,2020-03-06,남도분식,"광주광역시 동구 충장로 106, 1층 (충장로1가)",광주광역시 동구 충장로1가 13-5 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-06,지에스25 계림그랜드점,"광주광역시 동구 경양로 245, 1층 (계림동)",광주광역시 동구 계림동 484-23 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-09,공차광주동명점,"광주광역시 동구 동계천로 145 (동명동,(1층,2층))","광주광역시 동구 동명동 72-17 (1층,2층) ",,2020-09-18
일반음식점,일반음식점,2020-03-10,밤새우깡,"광주광역시 동구 지호로 27-4 (지산동,(1층))",광주광역시 동구 지산동 443-4 (1층) ,,2020-09-18
일반음식점,일반음식점,2020-03-10,뚠뚠돼지김치찌개동구점,"광주광역시 동구 필문대로287번길 19-4, 1층 (지산동)",광주광역시 동구 지산동 505-7 (1층) ,062-225-8161,2020-09-18
일반음식점,일반음식점,2020-03-10,미스 사이공 조선대점,"광주광역시 동구 필문대로287번길 29-23, 2층 (지산동)",광주광역시 동구 지산동 503-11 2층 ,,2020-09-18
일반음식점,일반음식점,2020-03-10,마요네즈 동명점,"광주광역시 동구 동계천로 143-36, 1,2층 (동명동)",광주광역시 동구 동명동 72-47 ,,2020-09-18
일반음식점,일반음식점,2020-03-11,신전떡볶이 조대점,광주광역시 동구 필문대로287번길 15-29 (지산동),광주광역시 동구 지산동 520-1 ,062-236-3442,2020-09-18
일반음식점,일반음식점,2020-03-11,윤가네,"광주광역시 동구 독립로 282-12, 1층 (대인동)",광주광역시 동구 대인동 321-1 ,062-233-9494,2020-09-18
일반음식점,일반음식점,2020-03-11,1966생면파스타,광주광역시 동구 동명로26번길 3 (동명동),광주광역시 동구 동명동 155-10 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-11,엔제리너스무등산점,"광주광역시 동구 증심사길 25, 1,2층 (운림동)",광주광역시 동구 운림동 379-1 지상1.2층 ,,2020-09-18
일반음식점,일반음식점,2020-03-12,동구리,"광주광역시 동구 동명로20번길 22, 1층 (동명동)",광주광역시 동구 동명동 73-13 ,,2020-09-18
일반음식점,일반음식점,2020-03-13,푸디스트(주) 전남대학교병원푸드코트점,"광주광역시 동구 제봉로 42, 지하1층 (학동)",광주광역시 동구 학동 8 8병동 ,062-222-7897,2020-09-18
일반음식점,일반음식점,2020-03-13,길목포차,"광주광역시 동구 제봉로 120-3, 1층 (장동)",광주광역시 동구 장동 91-8 1층 ,,2020-09-18
일반음식점,일반음식점,2020-03-13,노다지,"광주광역시 동구 독립로264번길 21, 지하1층 (대인동)",광주광역시 동구 대인동 27-27 지하 ,,2020-09-18
일반음식점,일반음식점,2020-03-13,드쎄종,"광주광역시 동구 제봉로98번길 11, 1층 (장동)",광주광역시 동구 장동 101-47 1층 ,,2020-09-18
제과점영업,제과점영업,2020-03-13,몽블랑제 광주계림점,"광주광역시 동구 무등로 314 (계림동,홈플러스계림점(1층))",광주광역시 동구 계림동 505-900 홈플러스계림점(1층) ,062-530-8124,2020-09-18
제과점영업,제과점영업,2020-03-13,몽블랑제 광주계림점,"광주광역시 동구 무등로 314 (계림동,(홈플러스광주계림점1층))",광주광역시 동구 계림동 505-900 (홈플러스광주계림점1층) ,,2020-09-18
제과점영업,제과점영업,2020-03-13,몽블랑제 광주계림점 행사매대,"광주광역시 동구 무등로 314, 1층 (계림동, 홈플러스계림점(1층 하행선))",광주광역시 동구 계림동 505-900 홈플러스계림점(1층 하행선) ,,2020-09-18
일반음식점,일반음식점,2020-03-16,이시스,"광주광역시 동구 필문대로287번길 15-10, 2층 (지산동)",광주광역시 동구 지산동 511-9 (2층) ,062-222-5648,2020-09-18
일반음식점,일반음식점,2020-03-16,모도리보쌈,"광주광역시 동구 동계로 38, 123동 지하1층 15호 (산수동, 무등산 그린웰로제비앙)",광주광역시 동구 산수동 723 무등산 그린웰로제비앙 ,,2020-09-18
일반음식점,일반음식점,2020-03-17,지산동호랑이,광주광역시 동구 필문대로287번길 17 (지산동),광주광역시 동구 지산동 510-2 ,062-232-2007,2020-09-18
일반음식점,일반음식점,2020-03-17,골드식당,,광주광역시 동구 소태동 659 일원 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-17,카페아틀리에,"광주광역시 동구 동명로 72-1, 1층 (지산동)",광주광역시 동구 지산동 654-34 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-17,세븐일레븐 광주동명낭만점,"광주광역시 동구 장동로 13, 1층 (장동)",광주광역시 동구 장동 86-9 ,,2020-09-18
일반음식점,일반음식점,2020-03-18,솔밭솥밥,"광주광역시 동구 동명로 9-5, 1층 (장동)",광주광역시 동구 장동 57-1 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-18,맘스터치(충장점),광주광역시 동구 충장로 80-7 (충장로2가),광주광역시 동구 충장로2가 29-1 1층 ,,2020-09-18
일반음식점,일반음식점,2020-03-19,해남진도식당,광주광역시 동구 양림로 127 (학동),광주광역시 동구 학동 65-10 ,062-224-3671,2020-09-18
일반음식점,일반음식점,2020-03-19,차이니즈 야키토리,"광주광역시 동구 장동로 7, 1층 (장동)",광주광역시 동구 장동 67-14 1층 ,070-4685-1628,2020-09-18
일반음식점,일반음식점,2020-03-19,통큰경양식,"광주광역시 동구 금남로 246, 1층 (금남로1가)",광주광역시 동구 금남로1가 19-4 1층 ,062-224-8745,2020-09-18
일반음식점,일반음식점,2020-03-20,Hoya Coffee Roastery(호야 커피로스터리),"광주광역시 동구 독립로264번길 4, 1,2층 (금남로5가)",광주광역시 동구 금남로5가 1-24 ,062-233-0963,2020-09-18
일반음식점,일반음식점,2020-03-20,빈드럭스,"광주광역시 동구 지호로124번길 32, 2,3층 (지산동)",광주광역시 동구 지산동 121-1 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-20,명동쫄면,"광주광역시 동구 독립로 268, 롯데백화점 지하1층 (대인동)",광주광역시 동구 대인동 7-1 롯데백화점 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-23,지에스25조대제일점,"광주광역시 동구 필문대로 253, 1층 (동명동)",광주광역시 동구 동명동 100-9 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-23,씨유산수라도스점,"광주광역시 동구 필문대로192번길 21, 1층 (산수동)",광주광역시 동구 산수동 715 1층 ,,2020-09-18
일반음식점,일반음식점,2020-03-24,딥 올 나이트,"광주광역시 동구 동명로 5-1, 2층 (장동)",광주광역시 동구 장동 58-47 ,,2020-09-18
일반음식점,일반음식점,2020-03-24,와이푸드,"광주광역시 동구 필문대로287번길 15-12, 2층 (지산동)",광주광역시 동구 지산동 511-8 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-24,와플대학,광주광역시 동구 지산로 13 (지산동),광주광역시 동구 지산동 502-6 ,,2020-09-18
일반음식점,일반음식점,2020-03-25,레인보우 마카롱,"광주광역시 동구 중앙로160번길 8, 1층 (호남동)",광주광역시 동구 호남동 72-1 1층 ,,2020-09-18
일반음식점,일반음식점,2020-03-25,보물섬,"광주광역시 동구 중앙로 237, 1층 (계림동)",광주광역시 동구 계림동 386-15 1층 ,,2020-09-18
휴게음식점,휴게음식점,2020-03-25,모스크바,"광주광역시 동구 충장로안길 17 (충장로3가,(3층))",광주광역시 동구 충장로3가 41-1 (3층) ,,2020-09-18
일반음식점,일반음식점,2020-03-26,BSR(비에스알),"광주광역시 동구 백서로153번길 10, 2층 (서석동)",광주광역시 동구 서석동 115-3 ,,2020-09-18
일반음식점,일반음식점,2020-03-30,호남식당,"광주광역시 동구 제봉로17번길 7-1, 1층 (학동)",광주광역시 동구 학동 61-50 (1층) ,,2020-09-18
일반음식점,일반음식점,2020-03-30,코코로나인,"광주광역시 동구 장동로 36, 2층 (동명동)",광주광역시 동구 동명동 143-60 ,,2020-09-18
